Date,Irradiance (kWh/m^2/day)
2022-01-01T00:00:00.000000,0.5
2022-01-02T00:00:00.000000,1.0
2022-01-03T00:00:00.000000,1.96
2022-01-04T00:00:00.000000,1.72
2022-01-05T00:00:00.000000,0.67
2022-01-06T00:00:00.000000,1.54
2022-01-07T00:00:00.000000,1.92
2022-01-08T00:00:00.000000,1.56
2022-01-09T00:00:00.000000,0.7
2022-01-10T00:00:00.000000,1.68
2022-01-11T00:00:00.000000,1.22
2022-01-12T00:00:00.000000,0.4
2022-01-13T00:00:00.000000,0.76
2022-01-14T00:00:00.000000,1.92
2022-01-15T00:00:00.000000,1.93
2022-01-16T00:00:00.000000,2.34
2022-01-17T00:00:00.000000,0.54
2022-01-18T00:00:00.000000,2.09
2022-01-19T00:00:00.000000,1.2
2022-01-20T00:00:00.000000,2.13
2022-01-21T00:00:00.000000,1.92
2022-01-22T00:00:00.000000,1.46
2022-01-23T00:00:00.000000,1.64
2022-01-24T00:00:00.000000,1.21
2022-01-25T00:00:00.000000,2.16
2022-01-26T00:00:00.000000,1.85
2022-01-27T00:00:00.000000,1.22
2022-01-28T00:00:00.000000,2.26
2022-01-29T00:00:00.000000,2.61
2022-01-30T00:00:00.000000,1.94
2022-01-31T00:00:00.000000,2.03
2022-02-01T00:00:00.000000,2.38
2022-02-02T00:00:00.000000,0.89
2022-02-03T00:00:00.000000,1.15
2022-02-04T00:00:00.000000,2.07
2022-02-05T00:00:00.000000,3.36
2022-02-06T00:00:00.000000,2.85
2022-02-07T00:00:00.000000,2.66
2022-02-08T00:00:00.000000,2.3
2022-02-09T00:00:00.000000,2.64
2022-02-10T00:00:00.000000,1.86
2022-02-11T00:00:00.000000,1.79
2022-02-12T00:00:00.000000,2.62
2022-02-13T00:00:00.000000,2.98
2022-02-14T00:00:00.000000,3.66
2022-02-15T00:00:00.000000,3.1
2022-02-16T00:00:00.000000,3.0
2022-02-17T00:00:00.000000,1.12
2022-02-18T00:00:00.000000,3.02
2022-02-19T00:00:00.000000,2.8
2022-02-20T00:00:00.000000,3.53
2022-02-21T00:00:00.000000,3.07
2022-02-22T00:00:00.000000,1.46
2022-02-23T00:00:00.000000,3.51
2022-02-24T00:00:00.000000,3.63
2022-02-25T00:00:00.000000,3.09
2022-02-26T00:00:00.000000,2.66
2022-02-27T00:00:00.000000,3.09
2022-02-28T00:00:00.000000,3.68
2022-03-01T00:00:00.000000,2.54
