"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.94","43.17","HAMILTON A","6153193","2024-06-04","2024","06","04","","28.5","","12.6","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-06-05","2024","06","05","","26.9","","15.8","","21.4","","0.0","","3.4","","6.6","","0.0","","6.6","","","","26","","45",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-06","2024","06","06","","24.2","","14.2","","19.2","","0.0","","1.2","","6.4","","0.0","","6.4","","","","22","","54",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-07","2024","06","07","","19.6","","12.8","","16.2","","1.8","","0.0","","2.6","","0.0","","2.6","","","","26","","47",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-08","2024","06","08","","21.9","","11.1","","16.5","","1.5","","0.0","","9.2","","0.0","","9.2","","","","26","","44",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-09","2024","06","09","","20.7","","10.3","","15.5","","2.5","","0.0","","0.0","T","0.0","","0.0","T","","","23","","54",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-10","2024","06","10","","15.9","","9.3","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-06-11","2024","06","11","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-06-12","2024","06","12","","23.7","","8.5","","16.1","","1.9","","0.0","","0.0","","0.0","","0.0","","","","19","","31",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-13","2024","06","13","","28.4","","15.9","","22.2","","0.0","","4.2","","0.0","","0.0","","0.0","","","","22","","54",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-14","2024","06","14","","24.9","","13.0","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","34","","32",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-15","2024","06","15","","23.4","","10.5","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-06-16","2024","06","16","","22.2","","11.4","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-06-17","2024","06","17","","29.9","","13.4","","21.7","","0.0","","3.7","","9.6","","0.0","","9.6","","","","22","","43",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-18","2024","06","18","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","18","","40",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-19","2024","06","19","","32.5","","20.4","","26.5","","0.0","","8.5","","0.0","","0.0","","0.0","","","","24","","37",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-20","2024","06","20","","30.8","","20.4","","25.6","","0.0","","7.6","","7.8","","0.0","","7.8","","","","28","","40",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-21","2024","06","21","","28.3","","19.5","","23.9","","0.0","","5.9","","0.0","","0.0","","0.0","","","","2","","35",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-22","2024","06","22","","29.4","","18.6","","24.0","","0.0","","6.0","","2.7","","0.0","","2.7","","","","4","","35",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-23","2024","06","23","","25.8","","15.0","","20.4","","0.0","","2.4","","3.5","","0.0","","3.5","","","","22","","58",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-24","2024","06","24","","27.1","","14.8","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","35","","34",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-25","2024","06","25","","25.0","","14.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","17","","92",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-26","2024","06","26","","26.9","","15.2","","21.1","","0.0","","3.1","","6.8","","0.0","","6.8","","","","13","","50",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-27","2024","06","27","","23.1","","11.4","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-06-28","2024","06","28","","22.5","","10.2","","16.4","","1.6","","0.0","","0.0","T","0.0","","0.0","T","","","16","","39",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-29","2024","06","29","","25.9","","17.0","","21.5","","0.0","","3.5","","12.3","","0.0","","12.3","","","","23","","41",""
"-79.94","43.17","HAMILTON A","6153193","2024-06-30","2024","06","30","","21.4","","10.9","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","","","28","","45",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-01","2024","07","01","","24.0","","9.1","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","1","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-02","2024","07","02","","24.6","","11.1","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-03","2024","07","03","","28.9","","18.2","","23.6","","0.0","","5.6","","0.0","","0.0","","0.0","","","","21","","55",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-04","2024","07","04","","29.0","","17.2","","23.1","","0.0","","5.1","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-05","2024","07","05","","27.9","","18.0","","23.0","","0.0","","5.0","","0.2","","0.0","","0.2","","","","26","","37",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-06","2024","07","06","","27.0","","16.7","","21.9","","0.0","","3.9","","0.4","","0.0","","0.4","","","","23","","39",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-07","2024","07","07","","27.7","","14.9","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-08","2024","07","08","","29.7","","15.6","","22.7","","0.0","","4.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-09","2024","07","09","","27.4","","18.6","","23.0","","0.0","","5.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-10","2024","07","10","","23.0","","18.3","","20.7","","0.0","","2.7","","37.6","","0.0","","37.6","","","","3","","48",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-11","2024","07","11","","","M","","M","","M","","M","","M","16.9","","0.0","","16.9","","","","36","","34",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-12","2024","07","12","","27.9","","17.3","","22.6","","0.0","","4.6","","0.0","","0.0","","0.0","","","","34","","37",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-13","2024","07","13","","28.8","","16.2","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-14","2024","07","14","","29.1","","16.7","","22.9","","0.0","","4.9","","5.3","","0.0","","5.3","","","","21","","47",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-15","2024","07","15","","25.9","","18.6","","22.3","","0.0","","4.3","","5.7","","0.0","","5.7","","","","29","","32",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-16","2024","07","16","","28.0","","19.2","","23.6","","0.0","","5.6","","49.8","","0.0","","49.8","","","","21","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-17","2024","07","17","","25.6","","16.2","","20.9","","0.0","","2.9","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-18","2024","07","18","","23.0","","13.7","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","26","","31",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-19","2024","07","19","","24.1","","10.8","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-20","2024","07","20","","26.6","","12.4","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-21","2024","07","21","","27.9","","14.2","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-22","2024","07","22","","26.6","","15.7","","21.2","","0.0","","3.2","","0.7","","0.0","","0.7","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-23","2024","07","23","","","M","","M","","M","","M","","M","","M","","","","M","","","","","",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-24","2024","07","24","","26.1","","15.2","","20.7","","0.0","","2.7","","34.5","","0.0","","34.5","","","","30","","51",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-25","2024","07","25","","24.6","","13.6","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-26","2024","07","26","","25.7","","12.3","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-27","2024","07","27","","27.0","","12.7","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-07-28","2024","07","28","","","M","","M","","M","","M","","M","","M","","","","M","","","","","",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-29","2024","07","29","","","M","","M","","M","","M","","M","","M","","","","M","","","","","",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-30","2024","07","30","","28.1","","20.6","","24.4","","0.0","","6.4","","5.9","","0.0","","5.9","","","","20","","36",""
"-79.94","43.17","HAMILTON A","6153193","2024-07-31","2024","07","31","","30.1","","20.1","","25.1","","0.0","","7.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-01","2024","08","01","","30.2","","19.2","","24.7","","0.0","","6.7","","0.6","","0.0","","0.6","","","","12","","36",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-02","2024","08","02","","26.2","","21.5","","23.9","","0.0","","5.9","","0.7","","0.0","","0.7","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-03","2024","08","03","","27.4","","17.5","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-04","2024","08","04","","28.9","","15.7","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-05","2024","08","05","","29.4","","18.2","","23.8","","0.0","","5.8","","10.7","","0.0","","10.7","","","","24","","63",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-06","2024","08","06","","20.4","","16.4","","18.4","","0.0","","0.4","","4.8","","0.0","","4.8","","","","3","","44",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-07","2024","08","07","","22.9","","13.9","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","6","","47",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-08","2024","08","08","","25.6","","16.6","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-09","2024","08","09","","27.8","","14.1","","21.0","","0.0","","3.0","","3.0","","0.0","","3.0","","","","29","","41",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-10","2024","08","10","","22.7","","13.6","","18.2","","0.0","","0.2","","0.0","","0.0","","0.0","","","","22","","41",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-11","2024","08","11","","","M","","M","","M","","M","","M","","M","","M","","M","","","24","","50",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-12","2024","08","12","","23.7","","12.3","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","","","25","","34",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-13","2024","08","13","","25.6","","12.6","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-14","2024","08","14","","26.7","","13.2","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-15","2024","08","15","","27.2","","12.7","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-16","2024","08","16","","25.1","","15.9","","20.5","","0.0","","2.5","","10.0","","0.0","","10.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-17","2024","08","17","","27.4","","18.7","","23.1","","0.0","","5.1","","1.4","","0.0","","1.4","","","","21","","40",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-18","2024","08","18","","25.9","","16.3","","21.1","","0.0","","3.1","","26.2","","0.0","","26.2","","","","34","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-19","2024","08","19","","18.5","","10.1","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","35","","34",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-20","2024","08","20","","19.9","","8.7","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","","","34","","44",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-21","2024","08","21","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","33","","31",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-22","2024","08","22","","24.2","","7.3","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-23","2024","08","23","","24.5","","9.3","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-24","2024","08","24","","25.9","","10.9","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-25","2024","08","25","","27.4","","13.9","","20.7","","0.0","","2.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-26","2024","08","26","","27.5","","14.1","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-27","2024","08","27","","30.6","","18.5","","24.6","","0.0","","6.6","","0.0","T","0.0","","0.0","T","","","22","","40",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-28","2024","08","28","","27.9","","16.9","","22.4","","0.0","","4.4","","0.9","","0.0","","0.9","","","","5","","35",""
"-79.94","43.17","HAMILTON A","6153193","2024-08-29","2024","08","29","","20.5","","13.6","","17.1","","0.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-30","2024","08","30","","28.8","","12.6","","20.7","","0.0","","2.7","","2.6","","0.0","","2.6","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-08-31","2024","08","31","","26.9","","14.9","","20.9","","0.0","","2.9","","10.6","","0.0","","10.6","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-01","2024","09","01","","24.0","","11.8","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","30","","44",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-02","2024","09","02","","19.5","","8.3","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","","","35","","35",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-03","2024","09","03","","21.8","","5.7","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-04","2024","09","04","","24.1","","8.4","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-05","2024","09","05","","25.3","","12.5","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-06","2024","09","06","","23.2","","13.1","","18.2","","0.0","","0.2","","5.9","","0.0","","5.9","","","","22","","36",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-07","2024","09","07","","16.9","","6.3","","11.6","","6.4","","0.0","","0.2","","0.0","","0.2","","","","31","","44",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-08","2024","09","08","","18.9","","6.2","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","27","","45",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-09","2024","09","09","","23.0","","11.3","","17.2","","0.8","","0.0","","0.0","T","0.0","","0.0","T","","","24","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-10","2024","09","10","","23.4","","7.7","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-11","2024","09","11","","25.6","","9.5","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-12","2024","09","12","","26.4","","13.0","","19.7","","0.0","","1.7","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-13","2024","09","13","","26.1","","13.2","","19.7","","0.0","","1.7","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-14","2024","09","14","","25.9","","16.2","","21.1","","0.0","","3.1","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-15","2024","09","15","","28.5","","16.4","","22.5","","0.0","","4.5","","0.2","","0.0","","0.2","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-16","2024","09","16","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-17","2024","09","17","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-18","2024","09","18","","23.1","","14.2","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-19","2024","09","19","","25.7","","15.2","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-20","2024","09","20","","24.9","","14.1","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-21","2024","09","21","","27.3","","15.3","","21.3","","0.0","","3.3","","4.0","","0.0","","4.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-22","2024","09","22","","24.1","","12.9","","18.5","","0.0","","0.5","","1.2","","0.0","","1.2","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-23","2024","09","23","","20.7","","17.3","","19.0","","0.0","","1.0","","16.7","","0.0","","16.7","","","","3","","33",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-24","2024","09","24","","20.8","","17.0","","18.9","","0.0","","0.9","","23.1","","0.0","","23.1","","","","12","","33",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-25","2024","09","25","","23.0","","14.9","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","","","21","","45",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-26","2024","09","26","","23.8","","13.8","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-09-27","2024","09","27","","21.0","","12.3","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","","","4","","45",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-28","2024","09","28","","18.6","","17.1","","17.9","","0.1","","0.0","","4.0","","0.0","","4.0","","","","4","","48",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-29","2024","09","29","","22.2","","16.9","","19.6","","0.0","","1.6","","0.0","T","0.0","","0.0","T","","","3","","38",""
"-79.94","43.17","HAMILTON A","6153193","2024-09-30","2024","09","30","","20.9","","14.7","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","5","","35",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-01","2024","10","01","","21.7","","11.3","","16.5","","1.5","","0.0","","7.2","","0.0","","7.2","","","","33","","51",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-02","2024","10","02","","18.1","","8.8","","13.5","","4.5","","0.0","","0.4","","0.0","","0.4","","","","26","","33",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-03","2024","10","03","","22.7","","8.0","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","","","21","","37",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-04","2024","10","04","","20.2","","9.1","","14.7","","3.3","","0.0","","1.6","","0.0","","1.6","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-10-05","2024","10","05","","18.5","","5.4","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-10-06","2024","10","06","","23.6","","8.4","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","","","22","","57",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-07","2024","10","07","","16.3","","5.9","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","28","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-08","2024","10","08","","15.5","","2.8","","9.2","","8.8","","0.0","","0.9","","0.0","","0.9","","","","30","","51",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-09","2024","10","09","","14.3","","2.1","","8.2","","9.8","","0.0","","0.4","","0.0","","0.4","","","","27","","53",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-10","2024","10","10","","14.8","","2.2","","8.5","","9.5","","0.0","","0.0","","0.0","","0.0","","","","32","","31",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-11","2024","10","11","","20.8","","1.8","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","23","","47",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-12","2024","10","12","","16.3","","7.7","","12.0","","6.0","","0.0","","0.4","","0.0","","0.4","","","","32","","32",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-13","2024","10","13","","10.7","","6.5","","8.6","","9.4","","0.0","","10.4","","0.0","","10.4","","","","4","","46",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-14","2024","10","14","","10.1","","2.2","","6.2","","11.8","","0.0","","3.2","","0.0","","3.2","","","","3","","52",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-15","2024","10","15","","10.7","","1.5","","6.1","","11.9","","0.0","","0.8","","0.0","","0.8","","","","34","","48",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-16","2024","10","16","","11.4","","0.4","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","32","","33",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-17","2024","10","17","","15.0","","-1.6","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","22","","33",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-18","2024","10","18","","18.0","","-0.2","","8.9","","9.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-10-19","2024","10","19","","19.9","","0.4","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-10-20","2024","10","20","","21.7","","4.6","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","22","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-21","2024","10","21","","24.5","","9.9","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","23","","37",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-22","2024","10","22","","24.7","","8.5","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-10-23","2024","10","23","","","M","","M","","M","","M","","M","1.0","","0.0","","1.0","","","","32","","52",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-24","2024","10","24","","12.6","","0.6","","6.6","","11.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-10-25","2024","10","25","","12.0","","0.2","","6.1","","11.9","","0.0","","0.5","","0.0","","0.5","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-10-26","2024","10","26","","12.5","","-1.4","","5.6","","12.4","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-27","2024","10","27","","12.3","","-2.3","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","25","","35",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-28","2024","10","28","","12.6","","2.8","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","4","","34",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-29","2024","10","29","","19.4","","3.8","","11.6","","6.4","","0.0","","20.6","","0.0","","20.6","","","","22","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-30","2024","10","30","","21.8","","16.4","","19.1","","0.0","","1.1","","0.0","","0.0","","0.0","","","","21","","64",""
"-79.94","43.17","HAMILTON A","6153193","2024-10-31","2024","10","31","","22.6","","14.0","","18.3","","0.0","","0.3","","0.0","T","0.0","","0.0","T","","","21","","72",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-01","2024","11","01","","15.8","","-0.5","","7.7","","10.3","","0.0","","0.0","T","0.0","","0.0","T","","","22","","57",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-02","2024","11","02","","9.4","","-2.5","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-11-03","2024","11","03","","10.0","","-0.4","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","4","","46",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-04","2024","11","04","","17.6","","7.0","","12.3","","5.7","","0.0","","0.0","T","0.0","","0.0","T","","","16","","42",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-05","2024","11","05","","23.1","","15.7","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","22","","72",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-06","2024","11","06","","20.5","","11.2","","15.9","","2.1","","0.0","","2.5","","0.0","","2.5","","","","23","","59",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-07","2024","11","07","","13.5","","5.7","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","","","23","","35",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-08","2024","11","08","","12.0","","2.2","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","28","","50",""
"-79.94","43.17","HAMILTON A","6153193","2024-11-09","2024","11","09","","7.9","","-1.7","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2024-11-10","2024","11","10","","13.9","","3.3","","8.6","","9.4","","0.0","","12.4","","0.0","","12.4","","","","22","","103",""
